position,thumbnail,source,title,link,original,is_product,filename,time
277,https://garden.org/pics/2018-07-01/carpathiangirl/0ce9a5.jpg,garden.org,Photo of the bloom of Edelweiss (Leontopodium nivale subsp ...,https://garden.org/plants/photo/529398/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVJVL5q6u_E0TK1goBLygDR2kyOkopICmL1xx3rwvUDNznq9T7&s,sifkgwirkzqv,"26/10/2021, 15:27:03"
278,https://di14q5sgut590.cloudfront.net/generated/8f0b9fc4-cf3b-4c66-a911-0a69c5499bd4-150h.jpg,spotwild.org,Leontopodium nivale subsp. alpinum,https://spotwild.org/en/type/zaucSc/leontopodium-nivale-subsp-alpinum,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQs9FoICCnm7iAdJrYK0yli-w_pnefKMy5vxx8CzyxvRxgg7Hqa&s,qhnlgmdhvcqs,"26/10/2021, 15:27:05"
279,https://swbiodiversity.org/imglib/seinet/mam/PAC/PAC0062/PAC0062644_1591194529_web.jpg,swbiodiversity.org,SEINet Portal Network - Leontopodium nivale subsp. alpinum,https://swbiodiversity.org/seinet/taxa/index.php?taxon=Leontopodium%20nivale%20subsp.%20alpinum,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXppgimxPV-x3a4wMDtmCN2ZTJ07GoowMss2b9BkLTtPF3Fk8&s,icgubdowzdvm,"26/10/2021, 15:27:05"
280,https://static.inaturalist.org/photos/44809729/large.jpeg?1563030534,www.inaturalist.org,Photos of Edelweiss (Leontopodium nivale) · iNaturalist,https://www.inaturalist.org/taxa/326185-Leontopodium-nivale/browse_photos,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRC2uxMliyOBzuc8NokvlzuhT08wGtVponZbtQX_2yvHxWTGqw&s,fklzggjtyaeb,"26/10/2021, 15:27:09"
281,https://footage.framepool.com/shotimg/794550639-leontopodium-nivale-alpine-flower-growth-blossom.jpg?offset=6,footage.framepool.com,794-550-639 – Leontopodium Nivale / Blossom,https://footage.framepool.com/en/shot/794550639-leontopodium-nivale-alpine-flower-growth-blossom,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKtKdRnlyxv9YBHRRIIeGV5c9JhYDhG6EvRdiub3Yg3kh1o_pP&s,rsxxrrltjjff,"26/10/2021, 15:27:09"
282,https://d3bbsv6h7qkr8y.cloudfront.net/ab/de/abde544365935774148eba36a378bacb.jpg,plantlust.com,Leontopodium nivale 'Tibet' | Leontopodium spec. from Tibet ...,https://plantlust.com/plants/32859/leontopodium-nivale-tibet/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGgBIXODeA9Ft3Auk9LTa1Pluz2L1Sn99mPvXLbRVaV0jUMlo&s,apeumouheonh,"26/10/2021, 15:27:10"
283,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Leontopodium_japonicum.JPG/200px-Leontopodium_japonicum.JPG,en.wikipedia.org,Talk:Leontopodium nivale - Wikipedia,https://en.wikipedia.org/wiki/Talk%3ALeontopodium_alpinum,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAGsODLA4qQdmtkxrQQryer_UpDKQldbQpin-vpatvWOL8bTNt&s,jfeajuxwyuez,"26/10/2021, 15:27:10"
284,https://static1.bigstockphoto.com/0/2/2/large1500/220725259.jpg,www.bigstockphoto.com,White Leontopodium Image & Photo (Free Trial) | Bigstock,https://www.bigstockphoto.com/image-220725259/stock-photo-white-leontopodium-nivale%2C-edelweiss-mountain-flowers%2C-close-up,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWMiFO47tGyhMBoooy9ze5fy1xSxHpRt08LyB6nMmJD-QHPUS7&s,rcuvgowywcth,"26/10/2021, 15:27:10"
285,https://nova.co.at/marsNova/scr/1585045212000/42405v1tv3/28-10-15-Leontopodium-alpinum.jpg,nova.co.at,Leontopodium - Media Database,https://nova.co.at/marsNova/en/instance/ko/Leontopodium.xhtml?oid=89418,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5iBkmo7xD_sjsmouSaTbzNSuf2OZdT2Kk6fJmr9k4LBGRTE8&s,aeovuagjdlew,"26/10/2021, 15:27:10"
286,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1123420894764981,www.facebook.com,Leontopodium Nivale:... - Flowers And Plants In Bhutan ...,https://www.facebook.com/457157621391315/posts/leontopodium-nivale-commonly-known-as-edelweiss-is-seen-growing-in-higher-altitu/1123420924764978/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRc4A6t3KfOyrm1DPcPK3t5VcC9eax1cARQa54ZywP55d8NawU&s,inyypirqwtdn,"26/10/2021, 15:27:10"
287,https://www.plantarium.ru/dat/plants/8/844/574844.jpg?5480c2ac,www.plantarium.ru,Эдельвейс альпийский - Leontopodium nivale ssp. alpinum ...,https://www.plantarium.ru/lang/en/page/taxonomy/taxon/105313.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4ApiFItWad0w777tjHWT1dXZudxFow24DZam4sR_icsAa1HM&s,rkyqykwgstzi,"26/10/2021, 15:27:11"
288,https://i.pinimg.com/736x/32/6d/42/326d42ee641d61dce31c71abbbe64cfd--hardy-perennials-edelweiss.jpg,www.pinterest.co.uk,"Leontopodium alpinum | Hardy perennials, Perennials, Plants",https://www.pinterest.co.uk/pin/29414203791133444/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSg7D4IgbOkO7dr3BAVhdY5jejza760T5odtMwYK0cv1d5Z9b0P&s,vmyrwcziwzsw,"26/10/2021, 15:27:11"
289,https://www.gardenershq.com/PlantPics/leontopodium-alpinum-1.jpg,www.gardenershq.com,Leontopodium Plant Growing Guide | How to Grow Edelweiss ...,https://www.gardenershq.com/Leontopodium-Edelweiss.php,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRWUSx8bxAjLWfeYs5YvbaQB2gzj9unaUEvZH-LFlvdxblpCM&s,zvgtvtzkzoje,"26/10/2021, 15:27:11"
290,https://www.shootgardening.co.uk/uploaded/images//plants/plant_20738/thumb_180_plant_20738_shoot_20160119213341.jpg,www.shootgardening.co.uk,Leontopodium nivale subsp. alpinum 'Everest' Edelweiss Snow ...,https://www.shootgardening.co.uk/plant/leontopodium-nivale-subsp-alpinum-everest,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8GSuhy8r_VxjSwatdVGmKfgIP47DlOywX44Nga4M1LXtxFM3T&s,lemjjsukkugr,"26/10/2021, 15:27:12"
291,https://www.mediastorehouse.com/pimage/629/18294377/18294377_450_450_80904_0_fill_0_d788f8f1984aac9369f62a4939148c7e.jpg,www.mediastorehouse.com,"Leontopodium nivale, commonly called edelweiss (Print #18294377)",https://www.mediastorehouse.com/fine-art-storehouse/magical-world-illustration/botanical-illustrations/leontopodium-nivale-commonly-called-edelweiss-18294377.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStiSEy2YW46c0BoVcMJOU5b6b4MbaCv7JiU1lC7-WNnUD57doO&s,qndiizbqvrwm,"26/10/2021, 15:27:13"
292,https://as1.ftcdn.net/v2/jpg/02/15/41/80/500_F_215418045_Lz3PwlbKWI2ZWAVeBaN68l7g5kNTYBMk.jpg,stock.adobe.com,"Leontopodium nivale subsp. alpinum, mountain flower with ...",https://stock.adobe.com/images/leontopodium-nivale-subsp-alpinum-mountain-flower-with-white-wooly-petals-known-as-edelweiss-seen-in-alpine-garden-on-a-summer-day-is-a-symbol-for-alpinism/215418045,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSl5vh0e9cS119jjds5tap0A4wuGgAiPmwegRWX6-YqGaiUUOc&s,mthpmorislpc,"26/10/2021, 15:27:13"
293,https://c8.alamy.com/comp/2A8BBF4/close-up-of-edelweiss-flowers-leontopodium-nivale-2A8BBF4.jpg,www.alamy.com,CLOSE-UP OF EDELWEISS FLOWERS (LEONTOPODIUM NIVALE Stock ...,https://www.alamy.com/close-up-of-edelweiss-flowers-leontopodium-nivale-image332164760.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgvS3L3fOkNlQcpLSnNybthfS_obVoELlrbV7EJsyV2JrxMZEI&s,ydnorkvavikn,"26/10/2021, 15:27:13"
294,https://previews.agefotostock.com/previewimage/medibigoff/06f5cf1c1d3dfc0461e42a2863480d24/bwi-bs388133.jpg,www.agefotostock.com,"Edelweiss (Leontopodium alpinum, Leontopodium nivale ...",https://www.agefotostock.com/age/en/details-photo/edelweiss-leontopodium-alpinum-leontopodium-nivale-blooming-switzerland/BWI-BS388133,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnZVWElvz-k95l3KaA8qJyGGm9WeTQL6WgIz_gBWxxyprJZwSY&s,ojxjahintznr,"26/10/2021, 15:27:14"
295,https://www.botanikfoto.com/layout/image-photo-edelweiss-leontopodium-nivale-leontopodium-521117.jpg,www.botanikfoto.com,Images Leontopodium nivale - Images and videos of plants and ...,https://www.botanikfoto.com/en/names/images-photos-leontopodium-nivale.php,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6eju4ZAEZr7cloiCFg2kR9HIdleFVqORscJO9_bDTqI8CqgI&s,bquozxuxbzaa,"26/10/2021, 15:27:15"
296,https://thumbs.dreamstime.com/z/leontopodium-nivale-flower-commonly-called-edelweiss-alps-127414794.jpg,www.dreamstime.com,"Leontopodium Nivale Flower, Commonly Called Edelweiss Stock ...",https://www.dreamstime.com/leontopodium-nivale-flower-commonly-called-edelweiss-alps-image127414794,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAM9wufuYOOuT0EF5Tb3tlTshNQN0Cdyu7Mfb9jIqMI1x9cYQ&s,fokjejwworyd,"26/10/2021, 15:27:15"
297,https://media.gettyimages.com/photos/leontopodium-nivale-abruzzo-italy-picture-id929178756,www.gettyimages.com,Leontopodium Nivale. Abruzzo. Italy. News Photo - Getty Images,https://www.gettyimages.com/detail/news-photo/leontopodium-nivale-abruzzo-italy-news-photo/929178756,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUkODpqsMhK0fCkMTd7-tqExByM2bu-7Z0-D293s3MDa1kNoM&s,ihrlifnyumqs,"26/10/2021, 15:27:15"
298,https://img.mauritius-images.com/dsf/preview_watermarked/IF-PI-3872681,www.mauritius-images.com,Bildagentur | mauritius images | Alpine Edelweiss ...,https://www.mauritius-images.com/en/asset/IF-PI-3872681_mauritius_images_image_number_3872681_alpine-edelweiss-leontopodium-nivale-carinthia-austria(modal:contact-form),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFGolXkwIRwKS4OdtAQ36SzhBMHQgN5LuPs5BMkVdZcZsYIQk5&s,aeyowvoaoppz,"26/10/2021, 15:27:15"
299,https://img.favpng.com/18/10/3/petal-white-leontopodium-nivale-textile-line-art-png-favpng-WzVSKud5gGSMadCHR3hNfxnnK.jpg,favpng.com,"Petal White Leontopodium Nivale Textile Line Art, PNG ...",https://favpng.com/png_view/price-element-petal-white-leontopodium-nivale-textile-line-art-png/pFmuFJni,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmJJ5DuSYPW5Q4X54SwjuCUg2qz44Erp9yKrgbPg6M7zWL4rM&s,sizowzkjzprb,"26/10/2021, 15:27:15"
300,https://upload.wikimedia.org/wikipedia/commons/8/84/Leontopodium_nivale_%28alpinum%29_%2835724066520%29.jpg,commons.wikimedia.org,File:Leontopodium nivale (alpinum) (35724066520).jpg ...,https://commons.wikimedia.org/wiki/File:Leontopodium_nivale_(alpinum)_(35724066520).jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTm0a7D-uuXQbPSFDI8S4ctO4sKkN-RxCNM8GyKRcC-jB6ihlKf&s,wsjfxrzmtbvx,"26/10/2021, 15:27:16"
301,https://www.florealpes.com/photos/edelweiss_16.jpg?02092019104711,www.florealpes.com,FLOREALPES : Leontopodium nivale subsp. alpinum / Edelweiss ...,https://www.florealpes.com/fiche_edelweiss.php?zoomphotod=16&PHPSESSID=00b85e2dfd3b7ff8cc697e63933e2d2b,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFKZSrWM4SJaEV2ZZTXBGBtt3BsGfsQVZ7uyn2iRmJpqCMrhU&s,cfjgbbcribqx,"26/10/2021, 15:27:19"
302,https://media.gettyimages.com/photos/alpine-edelweiss-leontopodium-nivale-near-the-chitula-pass-near-samye-picture-id523047819,www.gettyimages.com,Alpine Edelweiss Leontopodium Nivale Near The Chitula Pass ...,https://www.gettyimages.com/detail/photo/alpine-edelweiss-leontopodium-nivale-near-the-chitu-royalty-free-image/523047819,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcST11bDQiaXBLMtg9CTozIssKGOYQi_y1ygQL2vTdPYtWFM02s&s,uvmlhdekjgsv,"26/10/2021, 15:27:40"
303,https://t4.ftcdn.net/jpg/04/23/15/05/360_F_423150564_HehAOyhhmhbx2iE9tcN4Mfs5946bywS6.jpg,stock.adobe.com,"200 BEST ""Leontopodium Nivale"" IMAGES, STOCK PHOTOS ...",https://stock.adobe.com/search?k=%22leontopodium+nivale%22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiiSzJQgrVp53tKB0SG5v_OWkB8W01NA6C6Jo9CpPMeZ91_pRR&s,cuognvkqijmh,"26/10/2021, 15:27:41"
304,https://live.staticflickr.com/5735/21211377525_54599d11f2_b.jpg,www.flickr.com,Edelweiss - Leontopodium nivale | Björn S... | Flickr,https://www.flickr.com/photos/40948266@N04/21211377525/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbcZNcehOrSoxSuv7K_BFXOgWT6WBa55shj-NgRqHdXqLWlBSB&s,gpupkzzxdgeg,"26/10/2021, 15:27:41"
305,https://storage.idigbio.org/portals/seinet/mam/CHRB/CHRB0025/CHRB0025328_1524071346_web.jpg,swbiodiversity.org,SEINet Portal Network - Leontopodium nivale,https://swbiodiversity.org/seinet/taxa/index.php?taxon=Leontopodium%20nivale,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyoW-gj77mZCPt3EAkHfAWvfyOugV_98I7IRS4HJodCznUtchJ&s,uqquznsqxzte,"26/10/2021, 15:27:41"
306,https://farm66.static.flickr.com/65535/51374533958_04386e70b3.jpg,www.flickriver.com,Flickriver: Searching for most recent photos matching ...,https://www.flickriver.com/search/Leontopodium/recent/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSegQDJJNXTCZw54SCTbdPdZVr6kYz3qsKCK5oNgYCZOKWdiVY&s,zxmpaovtdwbm,"26/10/2021, 15:27:42"
307,https://media.istockphoto.com/photos/alpen-edelweiss-leontopodium-nivale-grossglockner-austria-picture-id1273732881?b=1&k=20&m=1273732881&s=170667a&w=0&h=SpNmWswIRdwIvAu8qNN8E8Rcn-Is2dsokoupBzPeB-w=,snappygoat.com,Free Images - SnappyGoat.com- edelweiss,https://snappygoat.com/s/?q=edelweiss,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRk1FLKaLJVN_CelXUpGFVpQlNX2Nc5OecVqV2mYZ59m26ophw&s,pijrfnlarfyz,"26/10/2021, 15:27:43"
308,http://cdn.ipernity.com/200/10/68/48991068.2e713ae8.640.jpg?r2,www.ipernity.com,ipernity: Leontopodium nivale subsp. alpinum - Alpen ...,http://www.ipernity.com/doc/477395/48991068,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzYooDegopdLIixOxBXKHvtof2GNYSUxixeQFHa096rUSud7NY&s,qbphsakbersj,"26/10/2021, 15:27:43"
309,https://www.pharmanatur.com/Bota/Leontopodium%20alpinum%201.jpg,www.pharmanatur.com,Leontopodium nivale subsp. alpinum = Leontopodium alpinum,https://www.pharmanatur.com/Bota/Leontopodium%20nivale%20alpinum.htm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmSkztTaa3n7eL6JFGLbF62ofToD-N12k5ngyQCW3WddcCrwRl&s,ncbjfcvzyzlp,"26/10/2021, 15:27:43"
310,https://www.scienceopen.com/document_file/69e340c3-4ab3-4292-a014-4e8dc5ce399f/PubMedCentral/image/np-2016-00227a_0007,www.scienceopen.com,"Leoligin, the Major Lignan from Edelweiss (Leontopodium ...",https://www.scienceopen.com/document?vid=25afe721-bd07-45ac-91fd-37806543b573,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdQiqKkvQMwTaMjPD4egwu3rwOS524JSGDrkOKgh0sdkXhPMrM&s,uxrwfctzlkof,"26/10/2021, 15:27:44"
311,https://media.gettyimages.com/photos/closeup-of-blooming-plants-of-cultivated-leontopodium-nivale-commonly-picture-id1176495988?b=1&k=20&m=1176495988&s=170667a&w=0&h=4Nff9Xk8eXeZgUDKItQQMftk6QZLz_mvDXqQLVlaplg=,photostockeditor.com,"▷ Edelweiss flower Images, Pictures and Free Stock Photos",https://photostockeditor.com/free-images/edelweiss-flower,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQh8e2zqigOzBrFso0_CBwJXQ0dAm0rcPhLDndW6zMgW9fneew&s,ynrzejnlaars,"26/10/2021, 15:27:45"
312,https://s3-eu-west-1.amazonaws.com/assets.botanic.cam.ac.uk/wp-content/uploads/2020/03/nasturtium-2000x1125.jpg,www.botanic.cam.ac.uk,Edelweiss (Leontopodium nivale subsp. alpinum) - Cambridge ...,https://www.botanic.cam.ac.uk/education-learning/trails/design-technology/edelweiss-leontopodium-alpinum/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5ZaRK84JDrBNQuUNqBTC6iatrrgBfnjNLLvqhFFAn4r49_Xv1&s,jdkevzmnlcvi,"26/10/2021, 15:27:45"
313,https://i.pinimg.com/736x/ad/77/9f/ad779f90b0d14aeafc749c35fd03d9e9--edelweiss-the-sunflower.jpg,www.pinterest.com,"Edelweiss ~ every night when I was little, my stepdad would ...",https://www.pinterest.com/pin/284008320224437183/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEZYtnUlTcdZlPZEEqBHlagRpfToN-q8eJ0ECCXT_k-G5fxkg&s,tbtygpgpkmry,"26/10/2021, 15:27:45"
314,https://64.media.tumblr.com/0f8ff6a269a693c0dfb0f5aa2db43ead/253982550faee513-37/s2048x3072/4bea081b12568bfb8d0aea80e49664546113a3a4.jpg,www.tumgir.com,Leontopodium nivale subsp. alpinum | Explore Tumblr Posts ...,https://www.tumgir.com/tag/Leontopodium%20nivale%20subsp.%20alpinum,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdLQFlHMP8blDqYI74UW8ABQz8dsx6jcNIl1Dys7n9egL1-KbG&s,ecunuopdituw,"26/10/2021, 15:27:46"
315,"https://res.cloudinary.com/fleetnation/image/private/c_fit,w_1120/g_south,l_text:style_gothic2:%C2%A9%20Jaco%20Visser,o_20,y_10/g_center,l_watermark4,o_25,y_50/v1580404360/ibjgu4ua2l5ef7iiclno.jpg",www.picfair.com,Edelweiss flower (Leontopodium nivale) field in Kyrgyzstan ...,https://www.picfair.com/pics/09695124-edelweiss-flower-leontopodium-nivale-field-in-kyrgyzstan,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxsOOvy8Lwso_AjtX1CaHi5oVj7rZi-q--_2JIlTZ7DiMXbROL&s,xneweljkmnrb,"26/10/2021, 15:27:46"
316,https://e7.pngegg.com/pngimages/883/739/png-clipart-leontopodium-nivale-edelweiss-locket-dirndl-silver-silver-leaf-pendant-etsy.png,www.pngegg.com,Leontopodium Nivale png images | PNGEgg,https://www.pngegg.com/en/search?q=leontopodium+Nivale,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXxDDS_hqWwmZ8DW5O5neOnZK8N6Lrfd3220Z2of_ekti6ztE&s,inqpnwvoqoto,"26/10/2021, 15:27:46"
317,https://garden.org/pics/2019-11-12/SL_gardener/3d1b97-300.jpg,garden.org,Leontopodium nivale subsp. nivale - Garden.org,https://garden.org/plants/view/781125/Leontopodium-nivale-subsp-nivale/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQK4BjxQj8FjIpMKwslZW50BH5gbN05PrBsutEva8Ktl7l0Lto&s,urbdrfeitiae,"26/10/2021, 15:27:46"
318,https://www.uni-giessen.de/fbz/fb08/Inst/botanik/spezbot/bilder/forschung/edelweiss/image_preview,www.uni-giessen.de,Leontopodium nivale — Botanik,https://www.uni-giessen.de/fbz/fb08/Inst/botanik/spezbot/bilder/forschung/edelweiss/view,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ40lU9ehxrUJ8TujW_9Y-YCyZC3PY0aTmWnz4igDmcLmiV26TJ&s,ifirnwgrvzoh,"26/10/2021, 15:27:47"
319,https://footage.framepool.com/shotimg/794550639-leontopodium-nivale-alpine-flower-growth-blossom.jpg?offset=6,footage.framepool.com,794-550-639 – Leontopodium Nivale / Blossom,https://footage.framepool.com/en/shot/794550639-leontopodium-nivale-alpine-flower-growth-blossom,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKtKdRnlyxv9YBHRRIIeGV5c9JhYDhG6EvRdiub3Yg3kh1o_pP&s,gingioypofaf,"26/10/2021, 15:27:47"
320,https://st4.depositphotos.com/20616804/27858/i/1600/depositphotos_278581554-stock-photo-leontopodium-nivale-commonly-called-edelweiss.jpg,depositphotos.com,Leontopodium Nivale Commonly Called Edelweiss Mount Gede ...,https://depositphotos.com/278581554/stock-photo-leontopodium-nivale-commonly-called-edelweiss.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPRGsYFp1JPRc-sN0nyYDbVZtxba1C2xY_GVsIbY8zfEK1Bd4&s,ggiimlczhgcy,"26/10/2021, 15:27:48"
321,https://www.mediastorehouse.com/pimage/629/18294377/18294377_450_450_80904_0_fill_0_d788f8f1984aac9369f62a4939148c7e.jpg,www.mediastorehouse.com,"Leontopodium nivale, commonly called edelweiss (Print #18294377)",https://www.mediastorehouse.com/fine-art-storehouse/magical-world-illustration/botanical-illustrations/leontopodium-nivale-commonly-called-edelweiss-18294377.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStiSEy2YW46c0BoVcMJOU5b6b4MbaCv7JiU1lC7-WNnUD57doO&s,lggtipenwlta,"26/10/2021, 15:27:48"
322,https://i.etsystatic.com/9591167/c/1925/1529/194/372/il/629904/1720523052/il_340x270.1720523052_30xp.jpg,www.etsy.com,Leontopodium Nivale | Etsy,https://www.etsy.com/market/leontopodium_nivale,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSS3SF8YzfB8ToZMF6_KTm_L8ApLIxt868ep2a62gdBgndzpv-s&s,lvkbsleffkas,"26/10/2021, 15:27:48"
323,https://www.biodiversidadvirtual.org/herbarium/data/media/29091/Leontopodium-nivale-(Ten.)-Huet-ex-Hand.-Mazz.-subsp.-alpinum-(Cass.)-Greuter-587775.jpg,www.biodiversidadvirtual.org,Leontopodium nivale (Ten.) Huet ex Hand.-Mazz. subsp ...,https://www.biodiversidadvirtual.org/herbarium/Leontopodium-nivale-(Ten.)-Huet-ex-Hand.-Mazz.-subsp.-alpinum-(Cass.)-Greuter-img587775.html?sessionid=mnepvnlpfoujgr3moi0e3tlhd3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpbvKGG8cU4qPiPiaHq5zlSno9gSVhguGDk_TAEgULCPj26bg&s,amonvdhovomw,"26/10/2021, 15:27:48"
324,http://d2seqvvyy3b8p2.cloudfront.net/2a758f6843ea796468528494f556625b.jpg,powo.science.kew.org,Leontopodium nivale subsp. alpinum (Cass.) Greuter | Plants ...,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50426485-2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSi4YH-Mc0QWM46geWMFAHmqF7Tbpcg8AuBfV5HteG4uzVkXB0Q&s,jilpasauuvxr,"26/10/2021, 15:27:49"
325,https://www0.imageselect.eu/image-stock-edelweiss-leontopodium-nivale-in-bloom-vanoise-national-park-alps-france--016120000-16120157.jpg,www.imageselect.eu,"_73 - Un total de 80069 photos, Seite 15 à Imageselect ...",https://www.imageselect.eu/fr/stock-photo/__73_15.html?enlarge=true,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyNsMBf1dwLEl1QRaGQtjtQdTHrk0JfDuW0eohnyW_c0ImBQh6&s,rxjdwtfcxcgo,"26/10/2021, 15:27:49"
326,https://i.ebayimg.com/images/g/8p8AAOSwqVRg-AHb/s-l225.jpg,www.ebay.co.uk,100 Seeds Leontopodium Alpinum Leontopodium Nivale Edelweiss ...,https://www.ebay.co.uk/p/3014718361,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyQt13Lv-ppBJIaGAZvcZg4lQVNau80he9oWoBcBs26I5XYcc&s,swbmmtnqcvmv,"26/10/2021, 15:27:49"
327,https://c8.alamy.com/compfr/jgct23/alpen-edelweiss-edelweiss-edelweiss-alpen-edelweiss-leontopodium-nivale-leontopodium-alpinum-edelweiss-l-edelweiss-edelweiss-pied-de-lion-gnap-jgct23.jpg,www.alamyimages.fr,"Alpen-Edelweiß, Edelweiss, Edelweiss, Alpen-Edelweiss ...",https://www.alamyimages.fr/photo-image-alpen-edelweiss-edelweiss-edelweiss-alpen-edelweiss-leontopodium-nivale-leontopodium-alpinum-edelweiss-l-edelweiss-edelweiss-pied-de-lion-gnap-147799739.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXcieJpsmC3NPJ4RYAAWUzCq0BAXgDvJWSRhxIGtuDXqRCQ08d&s,jlwyrrvmxvpk,"26/10/2021, 15:27:49"
328,https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/77/c0/58/le-fameux-edelweiss-leontopodi.jpg,www.tripadvisor.com,Le fameux Edelweiss (Leontopodium nivale) ! - Picture of ...,https://www.tripadvisor.com/LocationPhotoDirectLink-g676128-d4756151-i460832856-Jardin_d_altitude_du_Haut_Chitelet-Xonrupt_Longemer_Vosges_Grand_Est.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_1hniAWS08mpNhslZzqJagWHHICcy3JGFrz1qknIWzyuWeWM&s,sanpwczipwsj,"26/10/2021, 15:27:51"
329,https://pollenatlas.net/sites/default/files/styles/img_pollen/public/pollen_profile/images/polar_view/low/Leontodopodium_alpinum_NO_NOTE_1bassa.jpg?itok=u9qCDLSl,pollenatlas.net,Leontopodium nivale subsp. alpinum (Leontopodium alpinum ...,https://pollenatlas.net/index.php/compositae/leontopodium/leontopodium-nivale-subsp-alpinum-leontopodium-alpinum,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRs9gz33Ml1aCavzTiPqxUTOtvrNT7euNeqMOjXEjTuBvBQ0QIg&s,nnkbyckizyjr,"26/10/2021, 15:27:51"
330,https://www.fineartstorehouse.com/pimage/629/12534133/12534133_450_450_80904_0_fill_0_6e7d40e4e02854b4da0f62977ff0b968.jpg,www.fineartstorehouse.com,Edelweiss -Leontopodium nivale (Print #12534133). Jigsaw Puzzles,https://www.fineartstorehouse.com/edelweiss-leontopodium-nivale-12534133.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWvo2Q8-cHhk-sT-mqcaCmMMAFUW_ZGzQ59z034Uh748yLJNI&s,lvpikhgsatyz,"26/10/2021, 15:27:51"
